,Clase.Original,Clase.LSTM,Certeza.Maxima,pr.intrusion,pr.reparacion,pr.marketing,pr.visitada,pr.sin_realizar,pr.seguridad,pr.ok_equipo,pr.sin_tarea,texto
118,intrusion,intrusion,"0,9977862835",[0.9977863],[0.00040757202],[0.0007948281],[4.171625e-06],[0.00089469214],[4.698134e-05],[5.3732874e-05],[1.1721914e-05],[' r convencional con fraude amper fase xr fase verificacion completa t bajo tension de acometida verificacion y determinacion del error interno sitio instalacion caja derecha izquierdasi']
119,ok_equipo,visitada,"0,5470853448",[0.006557477],[0.017582038],[0.35434037],[0.54708534],[0.0070899623],[0.048434015],[0.0039982223],[0.014912628],[' normal']
120,intrusion,marketing,"0,6515263915",[0.013129089],[0.17499693],[0.6515264],[0.08827878],[0.004163212],[0.01249462],[0.02736865],[0.02804229],[' se rehabilito']
121,ok_equipo,visitada,"0,5470853448",[0.006557477],[0.017582038],[0.35434037],[0.54708534],[0.0070899623],[0.048434015],[0.0039982223],[0.014912628],[' normal']
122,reparacion,sin_realizar,"0,9858302474",[0.005719074],[0.00024907643],[0.0016222744],[0.00011720316],[0.98583025],[0.005828662],[0.00021089589],[0.00042255173],[' se verifico medidor con error mayor al admisible se realizo verificacion t en sitio se coloco tapa y termica y normaliza cliente con medidor moreno mazzucco']
123,reparacion,sin_realizar,"0,5068506598",[0.06535492],[0.0013414287],[0.01914727],[0.001282189],[0.50685066],[0.4056982],[0.00019169624],[0.00013347025],[' gran burg r sin fraude convencional se cambio tapa y marco se quito peligrose quito peligro']
124,ok_equipo,visitada,"0,5470853448",[0.006557477],[0.017582038],[0.35434037],[0.54708534],[0.0070899623],[0.048434015],[0.0039982223],[0.014912628],[' normal']
125,reparacion,visitada,"0,663104713",[0.0032257342],[0.021211533],[0.24084675],[0.6631047],[0.005931565],[0.045839116],[0.0076352],[0.012205457],[' se verifico medidor sin anomalia se cambia medidor trifasico a pedido administrativo']
126,seguridad,marketing,"0,5412752032",[0.06584107],[0.07832395],[0.5412752],[0.082617246],[0.05409292],[0.15977407],[0.00563394],[0.012441692],[' coloco termica']
127,seguridad,intrusion,"0,3762330413",[0.37623304],[0.05101831],[0.12406352],[0.011374002],[0.1409101],[0.29463896],[0.0013056628],[0.00045633584],[' se reviso medidor y acometida se instalo caja antihurto sin stock de siliconacerradura rota']
128,reparacion,sin_realizar,"0,9916287661",[0.0048407605],[9.26581e-05],[0.0006292968],[3.0640516e-05],[0.99162877],[0.002546191],[8.181003e-05],[0.00014988647],[' se encontro medidor monofasico obsoleto se cambio medidor y se coloco tapa y termica de amperes ']
129,seguridad,seguridad,"0,8826172352",[0.003355583],[0.0017607629],[0.043969147],[0.0070236432],[0.06087839],[0.88261724],[8.858637e-05],[0.00030663604],[' se verifica medidor sin posibles anomalias en actividad carga registrada amper se cambio tapa y tapas linderos numros se adjunta fotos cambio de tapas']
130,ok_equipo,marketing,"0,5493924022",[0.0020652032],[0.032096837],[0.5493924],[0.16668257],[0.0036660824],[0.008626612],[0.21752404],[0.019946339],[' se realiza comparacion de carga arrojo e funciona bien no se pudo hacer pruebas de fuga no hay nadie en el lugar']
131,reparacion,sin_realizar,"0,9944221377",[0.0026971106],[3.570451e-05],[0.0003078642],[2.8430873e-05],[0.99442214],[0.0023666765],[4.5647823e-05],[9.643721e-05],[' se verifico instalacion y medidor se cambio medidor por obsoleto se adecuo habitaculo y se cambio termica se cambio y sello tapa']
132,intrusion,intrusion,"0,6110382676",[0.61103827],[0.027480861],[0.2601047],[0.0025352747],[0.07126941],[0.011011372],[0.0024420246],[0.014118165],[' medidor fase a fase rojas ricardo burgeño javier ']
133,seguridad,seguridad,"0,9705133438",[0.00062075804],[0.00015544146],[0.0025858507],[0.0017475412],[0.024358207],[0.97051334],[4.85961e-06],[1.3865251e-05],[' se verifico funcionamiento normal del medidor y cambio tapa y termica se detecto perdida internacambio de tapa']
134,marketing,visitada,"0,8143348098",[0.002223542],[0.0072208904],[0.14302674],[0.8143348],[0.001780231],[0.023968652],[0.0019101951],[0.0055348733],[' sin anomalia']
135,intrusion,marketing,"0,6061192155",[0.023839427],[0.036250245],[0.6061192],[0.13321204],[0.041849144],[0.120779425],[0.0084070945],[0.029543461],[' tapa']
136,intrusion,sin_realizar,"0,9923910499",[0.002745871],[3.1354986e-05],[0.00047163974],[2.5239315e-05],[0.99239105],[0.0042203334],[2.6337304e-05],[8.815622e-05],[' se cambio medidor quemado se cambio caja antihurto rota']
137,intrusion,intrusion,"0,9860243201",[0.9860243],[0.00056823273],[0.001239004],[7.0975325e-06],[0.011897688],[0.00012925062],[8.579875e-05],[4.8517406e-05],[' se cambio medidor con fase a fase interno se coloca caja trampa dejando nuevo medidor registrando normal consumo ']
138,intrusion,marketing,"0,6649525166",[0.14627886],[0.035862613],[0.6649525],[0.037767738],[0.03416867],[0.027416136],[0.0076087695],[0.045944687],[' fraude']
139,ok_equipo,marketing,"0,4814161062",[0.05770731],[0.09272194],[0.4814161],[0.12379737],[0.022169165],[0.21746975],[0.0030250188],[0.0016933479],[' falta tapa tablero del cliente']
140,seguridad,marketing,"0,6431639791",[0.034131497],[0.03775911],[0.643164],[0.078874014],[0.053653482],[0.12545255],[0.0064894315],[0.0204759],[' tapa abierta ']
141,seguridad,seguridad,"0,9345308542",[0.018304663],[0.0028183337],[0.01423523],[0.0061612953],[0.023802705],[0.93453085],[8.605673e-05],[6.091509e-05],[' no se instalo caja trampa por falta en stockse verifico acometida dañada por vecino se cambio acometida se adecuo habitaculo se cambio tapa y termica']
142,intrusion,intrusion,"0,4486668408",[0.44866684],[0.025404312],[0.4078733],[0.063435435],[0.010931642],[0.040192366],[0.00089421205],[0.0026019074],[' anomalia directo se llega al lugar se encuentra medidor se hace verificacion completa se corta directo de linea y se normalizo']
143,intrusion,intrusion,"0,9214097261",[0.9214097],[0.0031663296],[0.0042576203],[5.2327785e-05],[0.062690355],[0.008295868],[9.866145e-05],[2.9208022e-05],[' se verifico medidor con conexion directa se normalizo se coloco caja antihurto se cambio termica ']
144,intrusion,intrusion,"0,9991989732",[0.999199],[0.00019249944],[0.00023388639],[8.065394e-07],[0.00034543758],[1.2159843e-05],[1.2735218e-05],[3.55115e-06],[' se verifico conexion clandestina en habitaculo con una carga de amperes se retiro conexion clandestina y se normalizo conexionestapa rota']
145,reparacion,sin_realizar,"0,9931727052",[0.0038861388],[4.527854e-05],[0.00056663575],[1.8912075e-05],[0.9931727],[0.002141165],[4.264679e-05],[0.00012661713],[' verificacion medidor golpeado con numerador averiado cambio de tapa y medidor']
146,ok_equipo,visitada,"0,5470853448",[0.006557477],[0.017582038],[0.35434037],[0.54708534],[0.0070899623],[0.048434015],[0.0039982223],[0.014912628],[' normal']
147,ok_equipo,seguridad,"0,6375309825",[0.023153694],[0.0445971],[0.1410253],[0.151307],[0.0019720315],[0.637531],[0.00023614654],[0.00017768741],[' se verifico medidor sin fraude se realizo verificacion t en sitio se coloco caja antihurto termica y normaliza cliente moreno astudillo materiales termica unipol']
148,ok_equipo,visitada,"0,8227139711",[0.0018366545],[0.0074536507],[0.12837571],[0.822714],[0.0021779197],[0.024042679],[0.0027559174],[0.010643552],[' se verifico medidor sin anomalia']
149,seguridad,marketing,"0,5046070814",[0.008034976],[0.027742513],[0.5046071],[0.25122187],[0.027330404],[0.1500826],[0.00838963],[0.022590954],[' tapa opaca']
150,seguridad,marketing,"0,5337591767",[0.049082104],[0.026649522],[0.5337592],[0.1294612],[0.06105066],[0.18021582],[0.0040240716],[0.015757425],[' caja miniposts rota']
151,ok_equipo,visitada,"0,5470853448",[0.006557477],[0.017582038],[0.35434037],[0.54708534],[0.0070899623],[0.048434015],[0.0039982223],[0.014912628],[' normal']
152,reparacion,sin_realizar,"0,9893417358",[0.006511621],[0.000112034635],[0.0009957617],[3.4759974e-05],[0.98934174],[0.0027087082],[9.4738156e-05],[0.00020066016],[' se cambio medidor golpeado se cambio caja monoposte se cableo de medidor a tablero']
153,seguridad,reparacion,"0,9061945081",[0.027924284],[0.9061945],[0.020113595],[0.008434426],[0.0007874884],[0.009075237],[0.027210671],[0.00025982957],[' inspeccion de medidor se retiro cruce de linea lape se coloco ramal concentrico y termica de amperes cliente tarifa se cambio tapa trifasicacruce lape de ']
154,ok_equipo,marketing,"0,5227825642",[0.037786573],[0.28052986],[0.52278256],[0.050733887],[0.02043265],[0.04124622],[0.04096302],[0.0055251815],[' se verifico medidor puntual es un servicio tecnico se despejo toma todo medido se cambio tapas']
155,seguridad,visitada,"0,824065268",[0.0010416182],[0.004195054],[0.060923517],[0.82406527],[0.0017733482],[0.106883146],[0.00039539213],[0.0007226706],[' se recondiciono tapa trifaica rectagular sin anomalia']
156,intrusion,intrusion,"0,9990304708",[0.9990305],[0.00013804788],[0.0001504725],[4.874288e-07],[0.00065231154],[1.2997488e-05],[1.1910912e-05],[3.3993908e-06],[' se verifico medidor con la mascarilla rota tapon de carcasa manipulado y se verifico engranaje del numerador manipulado se confecciono acta y se cambio de medidor se apoyo a cuadrilla galarza tapa rota']
157,ok_equipo,seguridad,"0,9848988652",[0.00011344973],[0.0001228268],[0.00223799],[0.010086935],[0.0025258737],[0.98489887],[3.7758625e-06],[1.0370545e-05],[' se verifico normal se cambio tapa termica cable pipeta']
158,ok_equipo,visitada,"0,4259179831",[0.0075647687],[0.12373549],[0.34790984],[0.42591798],[0.001852682],[0.051450163],[0.039986763],[0.0015823187],[' se llamo a cliente y espero m al encargado para facilitar ingreso se realizaron pruebas sin anomalias']
159,intrusion,intrusion,"0,9683170319",[0.96831703],[0.002533218],[0.019412026],[0.00010554203],[0.0082038855],[0.0010902785],[8.204342e-05],[0.00025593903],[' se corto conexion directa se realizo acta']
160,reparacion,intrusion,"0,5178140402",[0.51781404],[0.060968205],[0.2233728],[0.008220729],[0.0091383215],[0.17761287],[0.00188281],[0.0009901597],[' se normaliza svp y obligaciones contractuales instalacion de caja izquierda derecha conexion monofasica con cable concentricoinstalacion de caja izquierda derecha y termica de amperes y termica de amperes conexion monofasica con cable concentrico']
161,reparacion,seguridad,"0,8296638131",[0.0019222597],[0.002204527],[0.04457482],[0.01572022],[0.10540928],[0.8296638],[0.00015940978],[0.00034571698],[' pipeta rota tapa suelta medidor mal fijado']
162,ok_equipo,seguridad,"0,4493750334",[0.15452272],[0.14650726],[0.16338463],[0.07241676],[0.012728797],[0.44937503],[0.0008066314],[0.00025806407],[' se inspecciono medidor sin encontrar anomalias se coloco caja antihurto ']
163,ok_equipo,visitada,"0,9527243972",[0.0002927358],[0.0032959122],[0.013164018],[0.9527244],[5.092237e-05],[0.030361492],[5.9781658e-05],[5.0613573e-05],[' se verifica medidor se encuentra normal poco uso vivienda en alquiler se corto clandestino en habitaculo lindero']
164,intrusion,intrusion,"0,9777265191",[0.9777265],[0.008059189],[0.005959914],[0.0001943566],[0.0037702625],[0.0025921864],[0.0016234729],[7.407159e-05],[' se encontro medidor estado con conexion directa a se retiro directo no se pudo cambiar caja miniposts metalica por estar tornillos falseado se coloco tornillo fusible se coloco cinta peligro para tapar peligro en termica se realizo']
165,ok_equipo,ok_equipo,"0,4626352489",[0.008664493],[0.103026666],[0.36668098],[0.02842362],[0.002268633],[0.0024030525],[0.46263525],[0.025897285],[' se verifico habitaculo vacio no esta en directo tiene medidor mapi se adjunta fotos ']
166,ok_equipo,visitada,"0,5470853448",[0.006557477],[0.017582038],[0.35434037],[0.54708534],[0.0070899623],[0.048434015],[0.0039982223],[0.014912628],[' se encuentra normal']
167,ok_equipo,marketing,"0,6008651257",[0.17580211],[0.14603254],[0.6008651],[0.017337915],[0.020694813],[0.014617557],[0.0067396266],[0.01791028],[' medidor suspendido por saldo ']
168,ok_equipo,seguridad,"0,4759066105",[0.014426181],[0.005181963],[0.07085277],[0.009136438],[0.4224144],[0.4759066],[0.00054162124],[0.0015400407],[' inspeccion completa al medidor con estado se cambio tapa capilla grande']
169,ok_equipo,visitada,"0,6634851098",[0.003958799],[0.021254247],[0.2654682],[0.6634851],[0.002742627],[0.03147391],[0.0039280923],[0.0076890634],[' se verifica cliente normal']
170,intrusion,marketing,"0,6004187465",[0.037786372],[0.12434489],[0.60041875],[0.10827739],[0.029910086],[0.067171894],[0.023332756],[0.008757783],[' rehabilitadocaja rota colgando cables expuestos y deteriorados']
171,seguridad,seguridad,"0,4053632319",[0.04582245],[0.0138813015],[0.26363763],[0.035258055],[0.22642356],[0.40536323],[0.0017334615],[0.007880376],[' se cambio tapa']
172,reparacion,marketing,"0,4675951302",[0.12875298],[0.09494541],[0.46759513],[0.15579288],[0.022038752],[0.121963724],[0.0050737415],[0.0038374164],[' m sin fraude convencional vivienda deshabitadatapa rota']
173,marketing,reparacion,"0,704120934",[0.0033977407],[0.70412093],[0.18434519],[0.061200146],[0.0003496835],[0.0028974898],[0.041361004],[0.00232778],[' cliente toma suministro medidor lindero n ']
174,marketing,reparacion,"0,9694964886",[0.0008324232],[0.9694965],[0.002952807],[0.00075515365],[2.085213e-05],[0.00018631584],[0.025711764],[4.426782e-05],[' se cambio medidor por cuenta ina edificio acc pido departamento i se adjuntan datos del cliente y fotos del mismo']
175,ok_equipo,seguridad,"0,8478609324",[0.0011861522],[0.0010300212],[0.015451654],[0.12966357],[0.004675169],[0.84786093],[3.151283e-05],[0.00010100873],[' sin anomalia constatada cambio tapa de habitaculo ']
176,marketing,reparacion,"0,9912424088",[0.0012100236],[0.9912424],[0.0012848296],[0.00072542],[1.6562004e-05],[0.00017643762],[0.005312406],[3.1887554e-05],[' se retira medidor por cuenta inase retira medidor por cuenta ina se concurrio en varias oportunidades al domicilio no rncontrando al ocupante se retira medidor sr deja sin suministro']
177,intrusion,intrusion,"0,8446518779",[0.8446519],[0.010447405],[0.11207742],[0.0010126223],[0.024967432],[0.004038632],[0.00072080386],[0.002083731],[' se corto directo de linea']
178,intrusion,intrusion,"0,8513801694",[0.85138017],[0.117788315],[0.019996366],[0.00057038723],[0.003595218],[0.004125709],[0.0024845477],[5.932005e-05],[' se hace inspeccion del medidor convencional el mismo se encontraba sin precinto de bornera se coloca kit de caño externo']
179,ok_equipo,marketing,"0,4793500006",[0.013417235],[0.032174185],[0.47935],[0.32025972],[0.0128322],[0.11273958],[0.007127664],[0.022099407],[' se realizo verificacion ocular y se cambia tapa']
180,intrusion,intrusion,"0,9989857078",[0.9989857],[0.00038121713],[0.00026405574],[1.1508577e-06],[0.0003303723],[2.2745482e-05],[1.2146539e-05],[2.674051e-06],[' se retiro conexion clandestina en habitaculo y se coloca caja antihurto']
181,seguridad,seguridad,"0,4053632319",[0.04582245],[0.0138813015],[0.26363763],[0.035258055],[0.22642356],[0.40536323],[0.0017334615],[0.007880376],[' cambio de tapa']
182,intrusion,intrusion,"0,9980707765",[0.9980708],[0.00093466433],[0.0005724104],[1.7001521e-06],[0.0003430361],[1.6538195e-05],[4.77664e-05],[1.3251126e-05],[' act por wo se cambio medidor con la parte trasera perforada con una conexion fase a fase se adjuntan fotos se ralizo acta ']
183,intrusion,marketing,"0,6649525166",[0.14627886],[0.035862613],[0.6649525],[0.037767738],[0.03416867],[0.027416136],[0.0076087695],[0.045944687],[' fraude']
184,ok_equipo,sin_realizar,"0,7581698895",[0.022813853],[0.012498582],[0.06403145],[0.006080086],[0.7581699],[0.13278684],[0.0021220383],[0.0014972116],[' se encontro medidor s tapa bornera se verifico medidor y conexionados se dejo precintado ']
185,seguridad,seguridad,"0,9148727059",[0.00037189346],[0.0006659583],[0.012826421],[0.065408416],[0.005758035],[0.9148727],[2.5400614e-05],[7.1161594e-05],[' se realiza inspeccion completa con una carga de a se prueba con carga propia se cambia tapa se deja precintado cambio de tapa']
186,intrusion,intrusion,"0,9994538426",[0.99945384],[0.00014685302],[0.00011334619],[3.811343e-07],[0.0002681087],[8.74775e-06],[7.2145303e-06],[1.578514e-06],[' se verifico instalacion se retiro conexion clandestina se confecciono acta por fraude se coloco caja antihurto y termica']
187,intrusion,intrusion,"0,8935673237",[0.8935673],[0.011228969],[0.061839633],[0.000954506],[0.022602871],[0.008910135],[0.00024040029],[0.00065617973],[' se normalizo conexion manipulada en habitaculo ']
188,seguridad,seguridad,"0,9482141733",[0.0003989814],[0.001033217],[0.007018351],[0.04146968],[0.0017902],[0.9482142],[2.9230163e-05],[4.6126403e-05],[' verificacion de medidor trifasico medidor sin uso se coloco tapa nueva y termica se verifico lindero se cambio tapa y termica faltan materiales para descargar en wom tapa rota']
