clase_original,texto_original,texto_etl,texto_corregido,id_clase
reparacion,Se verificó instalación y medidor se cambio medidor por obsoleto se adecuo habitaculo y se cambio térmica se cambio y selló tapa,verifico instalacion medidor cambio medidor obsoleto adecuo habitaculo cambio termica cambio sello tapa, se verifico instalacion y medidor se cambio medidor por obsoleto se adecuo habitaculo y se cambio termica se cambio y sello tapa,1
intrusion,"Medidor  face a face 
Rojas ricardo 
515234
Burgeño Javier 
13437",medidor fase fase burgeño, medidor fase a fase rojas ricardo burgeño javier ,0
seguridad,Se verifico funcionamiento normal del medidor y cambio tapa y térmica se detecto pérdida internaCambio de tapa,verifico funcionamiento normal medidor cambio tapa termica detecto perdida internacambio tapa, se verifico funcionamiento normal del medidor y cambio tapa y termica se detecto perdida internacambio de tapa,5
marketing,Sin anomalia,sin anomalia, sin anomalia,2
intrusion,Tapa,tapa, tapa,0
intrusion,Se cambió medidor quemado se cambió caja antihurto rota,cambio medidor quemado cambio caja antihurto rota, se cambio medidor quemado se cambio caja antihurto rota,0
intrusion,"Se cambio med con fase a fase interno, se coloca caja trampa dejando nuevo med registrando normal consumo.",cambio medidor con fase fase interno coloca caja trampa dejando nuevo medidor registrando normal consumo, se cambio medidor con fase a fase interno se coloca caja trampa dejando nuevo medidor registrando normal consumo ,0
intrusion,Fraude,fraude, fraude,0
ok_equipo,Falta tapa tablero del cliente,falta tapa tablero cliente, falta tapa tablero del cliente,6
seguridad,Tapa abierta.,tapa abierta, tapa abierta ,5
seguridad,No se instaló caja trampa por falta en stockSe verifico acometida dañada por vecino .se cambio acometida. Se adecuó habitáculo se cambió tapa y termica,no instalo caja trampa falta stockse verifico acometida dañada vecino cambio acometida adecuo habitaculo cambio tapa termica, no se instalo caja trampa por falta en stockse verifico acometida dañada por vecino se cambio acometida se adecuo habitaculo se cambio tapa y termica,5
intrusion,"ANOMALÍA DIRECTO:
SE LLEGA AL LUGAR SE ENCUENTRA MEDIDOR SE HACE VERIFICACIÓN COMPLETA SE CORTA DIRECTO DE LÍNEA Y SE NORMALIZO",anomalia directo llega lugar encontro medidor hace verificacion completa corta directo linea normalizo, anomalia directo se llega al lugar se encuentra medidor se hace verificacion completa se corta directo de linea y se normalizo,0
intrusion,"Se verificó medidor con conexión directa, se normalizó. Se colocó caja antihurto, se cambió térmica.",verifico medidor con conexion directo normalizo coloco caja antihurto cambio termica, se verifico medidor con conexion directa se normalizo se coloco caja antihurto se cambio termica ,0
intrusion,"se verificó conexion clandestina en habitáculo con una carga de 0,98 amp. se retiró conexión clandestina y se normalizó conexionestapa rota",verifico conexion clandestina habitaculo con carga amperes retiro conexion clandestina normalizo conexionestapa rota, se verifico conexion clandestina en habitaculo con una carga de amperes se retiro conexion clandestina y se normalizo conexionestapa rota,0
reparacion,"Verificación, medidor golpeado con numerador averiado,cambio de tapa y medidor",verificacion medidor golpeado con numerador averiado cambio tapa medidor, verificacion medidor golpeado con numerador averiado cambio de tapa y medidor,1
ok_equipo,Normal,normal, normal,6
ok_equipo,Se verifico medidor sin fraude se realizo verificación t1 insitu se coloco caja antihurto termica y normaliza cliente Moreno Astudillo materiales 1termica unipol,verifico medidor sin fraude realizo verificacion sitio coloco caja antihurto termica normalizo cliente astudillo materiales termica unipol, se verifico medidor sin fraude se realizo verificacion t en sitio se coloco caja antihurto termica y normaliza cliente moreno astudillo materiales termica unipol,6
ok_equipo,Se verificó medidor sin anomalía,verifico medidor sin anomalia, se verifico medidor sin anomalia,6
seguridad,Tapa opaca,tapa opaca, tapa opaca,5
seguridad,Caja miniposts rota,caja miniposts rota, caja miniposts rota,5
ok_equipo,Normal,normal, normal,6
reparacion,Se cambió medidor golpeado se cambió caja monoposte se cableo de medidor a tablero,cambio medidor golpeado cambio caja monoposte cableo medidor tablero, se cambio medidor golpeado se cambio caja monoposte se cableo de medidor a tablero,1
seguridad,Insp de med .se retiro cruce de línea lape 50×50 .se coloco ramal concéntrico 4+4 y térmica de 40amp .cliente tarifa 1 .se cambio tapa trifásicaCruce lape de 50×59,inspeccion medidor retiro cruce linea lape coloco ramal concentrico termica amperes cliente tarifa cambio tapa trifasicacruce lape, inspeccion de medidor se retiro cruce de linea lape se coloco ramal concentrico y termica de amperes cliente tarifa se cambio tapa trifasicacruce lape de ,5
ok_equipo,Se verifico medidor puntual.  Es un servicio técnico. Se despejó toma. Todo medido. Se cambio 4 tapas,verifico medidor puntual servicio tecnico despejo toma medido cambio tapas, se verifico medidor puntual es un servicio tecnico se despejo toma todo medido se cambio tapas,6
seguridad,Se recondiciono tapa  trifaica rectagular .sin anomalia,recondiciono tapa trifaica rectagular sin anomalia, se recondiciono tapa trifaica rectagular sin anomalia,5
intrusion,"Se verifico medidor con la mascarilla rota, tapón de carcasa manipulado y se verifico engranaje del numerador manipulado. Se confecciono acta y se cmbio de medidor. Se apoyo a cuadrilla galarza.tapa rota",verifico medidor con mascarilla rota tapon carcasa manipulado verifico engranaje numerador manipulado confecciono acta cambio medidor apoyo tapa rota, se verifico medidor con la mascarilla rota tapon de carcasa manipulado y se verifico engranaje del numerador manipulado se confecciono acta y se cambio de medidor se apoyo a cuadrilla galarza tapa rota,0
ok_equipo,se  verifico normal se cambio tapa termica Cable  pipeta,verifico normal cambio tapa termica cable pipeta, se verifico normal se cambio tapa termica cable pipeta,6
ok_equipo,Se llamo a cliente y espero 17 m al encargado para facilitar ingreso se realizaron pruebas sin anomalías,llamo cliente espero encargado facilitar ingreso realizaron pruebas sin anomalia, se llamo a cliente y espero m al encargado para facilitar ingreso se realizaron pruebas sin anomalias,6
intrusion,Se cortó conexión directa se realizó acta,corto conexion directo realizo acta, se corto conexion directa se realizo acta,0
reparacion,Se normaliza svp y obligaciones contractuales instalación de caja izquierda derecha conexión monofacica con cable concentricoInstalación de caja izquierda derecha y termica de 63amp y termica de 32amp conexión monofacica con cable concentrico,normalizo seguridad via publica obligaciones contractuales instalacion caja izquierda derecha conexion monofasica con cable concentricoinstalacion caja izquierda derecha termica amperes termica amperes conexion monofasica con cable concentrico, se normaliza svp y obligaciones contractuales instalacion de caja izquierda derecha conexion monofasica con cable concentricoinstalacion de caja izquierda derecha y termica de amperes y termica de amperes conexion monofasica con cable concentrico,1
reparacion,Pipeta rota tapa suelta medidor mal fijado,pipeta rota tapa suelta medidor mal fijado, pipeta rota tapa suelta medidor mal fijado,1
ok_equipo,Se inspecciono medidor sin encontrar anomalias .se coloco caja antihurto.,inspecciono medidor sin encontrar anomalia coloco caja antihurto, se inspecciono medidor sin encontrar anomalias se coloco caja antihurto ,6
ok_equipo,Se verifica medidor se encuentra normal poco uso vivienda en alquiler se corto clandestino en habitáculo lindero,verifico medidor encontro normal poco uso vivienda alquiler corto clandestina habitaculo lindero, se verifica medidor se encuentra normal poco uso vivienda en alquiler se corto clandestino en habitaculo lindero,6
intrusion,Se encontro medidor 8883884 estado 58016 con conexion directa 2. 9 a. Se retiró directo. No se pudo cambiar caja miniposts metálica por estar tornillos falseado. Se colocó tornillo fusible. Se colocó cinta peligro para tapar peligro en térmica. Se realizó,encontro medidor estado con conexion directo retiro directo no pudo cambiar caja miniposts metalica tornillos falseado coloco tornillo fusible coloco cinta peligro tapar peligro termica realizo, se encontro medidor estado con conexion directa a se retiro directo no se pudo cambiar caja miniposts metalica por estar tornillos falseado se coloco tornillo fusible se coloco cinta peligro para tapar peligro en termica se realizo,0
ok_equipo,Se verificó habitáculo vacio ..no esta en directo. tiene medidor MAPI .Se adjunta fotos.,verifico habitaculo vacio no esta directo tiene medidor mide adjunta foto, se verifico habitaculo vacio no esta en directo tiene medidor mapi se adjunta fotos ,6
ok_equipo,se encuentra  normal,encontro normal, se encuentra normal,6
ok_equipo,Medidor suspendido por saldo.,medidor suspendido saldo, medidor suspendido por saldo ,6
ok_equipo,inspección completa al medidor con estado 114089 se cambió tapa capilla grande,inspeccion completa medidor con estado cambio tapa capilla grande, inspeccion completa al medidor con estado se cambio tapa capilla grande,6
ok_equipo,se verifica cliente normal,verifico cliente normal, se verifica cliente normal,6
intrusion,RehabilitadoCaja rota colgando  cables expuestos y deteriorados,rehabilitadocaja rota colgando cables expuestos deteriorados, rehabilitadocaja rota colgando cables expuestos y deteriorados,0
seguridad,Se cambió tapa,cambio tapa, se cambio tapa,5
reparacion,"M. Sin fraude convencional
Vivienda deshabitadaTapa rota",sin fraude convencional vivienda deshabitadatapa rota, m sin fraude convencional vivienda deshabitadatapa rota,1
marketing,Cliente toma suministro medidor lindero n°:2980408.,cliente toma suministro medidor lindero, cliente toma suministro medidor lindero n ,2
marketing,Se cambió medidor por cuenta INA edificio 3 Acc17 pido2 dto i se adjuntan datos del cliente y fotos del mismo,cambio medidor cuenta ina edificio acc pido departamento adjuntan datos cliente foto mismo, se cambio medidor por cuenta ina edificio acc pido departamento i se adjuntan datos del cliente y fotos del mismo,2
ok_equipo,Sin anomalía constatada cambio tapa de habitaculo.,sin anomalia constato cambio tapa habitaculo, sin anomalia constatada cambio tapa de habitaculo ,6
marketing,Se retira medidor por cuenta INASe retira medidor por cuenta INA se concurrio en varias oportunidades al domicilio no rncontrando al ocupante se retira medidor sr deja sin suministro,retira medidor cuenta inase retira medidor cuenta ina concurrio varias oportunidades domicilio no rncontrando ocupante retira medidor sr deja sin suministro, se retira medidor por cuenta inase retira medidor por cuenta ina se concurrio en varias oportunidades al domicilio no rncontrando al ocupante se retira medidor sr deja sin suministro,2
intrusion,Se cortó directo de linea,corto directo linea, se corto directo de linea,0
intrusion,Se hace inspección del medidor convencional el mismo se encontraba sin precinto de bornera se coloca kit de Caño externo,hace inspeccion medidor convencional mismo encontraba sin precinto bornera coloca kit caño externo, se hace inspeccion del medidor convencional el mismo se encontraba sin precinto de bornera se coloca kit de caño externo,0
ok_equipo,Se realizó verificación ocular y se cambia tapa,realizo verificacion ocular cambio tapa, se realizo verificacion ocular y se cambia tapa,6
intrusion,Se retiró conexion clandestina en habitaculo y se coloca caja antihurto,retiro conexion clandestina habitaculo coloca caja antihurto, se retiro conexion clandestina en habitaculo y se coloca caja antihurto,0
