clase_original,texto_original,texto_etl,texto_corregido,id_clase,nro_palabras
reparacion,se cambio medidor monofasico quemado y caja de monoposte rota,cambio medidor monofasico quemado caja monoposte rota, se cambio medidor monofasico quemado y caja de monoposte rota,1,7
seguridad,se retiro peligro. se realizaron dos acometidas monofasicas inidvidualizando derivado. se cambio medidor monofasico quemado en bornera de neutro. se cambiaron dos tapas y dos termicas dejando dos clientes normales.,retiro peligro realizaron dos acometidas monofasicas inidvidualizando derivado cambio medidor monofasico quemado bornera neutro cambiaron dos tapas dos termicas dejando dos clientes normales, se retiro peligro se realizaron dos acometidas monofasicas inidvidualizando derivado se cambio medidor monofasico quemado en bornera de neutro se cambiaron dos tapas y dos termicas dejando dos clientes normales ,5,23
intrusion,se cambio medidor monofasico porque se encontro falta de precintos tapa de medidor y tapa bornera.,cambio medidor monofasico encontro falta precinto tapa medidor tapa bornera, se cambio medidor monofasico porque se encontro falta de precintos tapa de medidor y tapa bornera ,0,10
intrusion,se coloco caja monoposte y termica de XX en puntual medidor n* XXXXXXXX se encontraron enganche clandestino en bornera en entrada fase de linea mefidor n*XXXXXXXX y se cambio tapa a medidor n* XXXXXXXX lkndero,coloco caja monoposte termica puntual medidor encontraron enganche clandestina bornera entrada fase linea mefidor cambio tapa medidor lindero, se coloco caja monoposte y termica de en puntual medidor n se encontraron enganche clandestino en bornera en entrada fase de linea mefidor n y se cambio tapa a medidor n lindero,0,18
no_identificada,se cambio medidor se rehalizo acometida,cambio medidor rehalizo acometida, se cambio medidor se rehalizo acometida,7,4
reparacion,anomalia: se encuentra medidor roto en carcasa y monoposte quebrado. observacion:se cambio medidor monofasico y monoposte completo. movil: XXX,anomalia encontro medidor roto carcasa monoposte quebrado observacion cambio medidor monofasico monoposte completo, anomalia se encuentra medidor roto en carcasa y monoposte quebrado observacion se cambio medidor monofasico y monoposte completo movil ,1,13
market,"verificacion completa tX, cambio de tapa de habitaculo, cambio de medidor monofasico, colocacion de precintos en bornera, estado X. cuentanormalizada.",verificacion completa cambio tapa habitaculo cambio medidor monofasico colocacion precinto bornera estado cuentanormalizado, verificacion completa t cambio de tapa de habitaculo cambio de medidor monofasico colocacion de precintos en bornera estado cuentanormalizada ,2,15
reparacion,se verifica medidor mono nro XXXXXXXX quemado en bornera. se retirar el mismo y se coloco el medidor nro XXXXXXXX estado XXXXX. queda normal.,verifico medidor mono numero quemado bornera retirar mismo coloco medidor numero estado queda normal, se verifica medidor mono numero quemado en bornera se retirar el mismo y se coloco el medidor numero estado queda normal ,1,14
intrusion,se encuentra medidor trifasico con puente manipulados de face r y s se adjuntan fotos,encontro medidor trifasico con puente manipulados fase adjuntan foto, se encuentra medidor trifasico con puente manipulados de fase r y s se adjuntan fotos,0,9
no_identificada,c.XXX vera XXXXXX jesus maximiliano XXXXXX verificacion completa de tX cambio de tapa de habitaculo cambio de medidor monofasico instalacion de medidor monofasico,verificacion completa cambio tapa habitaculo cambio medidor monofasico instalacion medidor monofasico, c vera jesus maximiliano verificacion completa de t cambio de tapa de habitaculo cambio de medidor monofasico instalacion de medidor monofasico,7,11
reparacion,se verifico medidor se encontro medidor quemado y una derivacion clandestina se procedio al cambio de medidor y a la instalacion de caja antihurto dejando normalizado,verifico medidor encontro medidor quemado derivacion clandestina procedio cambio medidor instalacion caja antihurto dejando normalizado, se verifico medidor se encontro medidor quemado y una derivacion clandestina se procedio al cambio de medidor y a la instalacion de caja antihurto dejando normalizado,1,15
no_identificada,se cambio medidor disp,cambio medidor disp, se cambio medidor disp,7,3
intrusion,se retiro medidor monofasico con la cuenta dada de baja y se corto directo desde la linea lape que ingresaba a la vivienda,retiro medidor monofasico con cuenta dada baja corto directo desde linea lape ingresaba vivienda, se retiro medidor monofasico con la cuenta dada de baja y se corto directo desde la linea lape que ingresaba a la vivienda,0,14
intrusion,"verificacion completa tX. verificacion ""in situ"". retiro de conexion clandestina. cambio de tapa y termica. conex.monof c/conc c/cruce. med:XXXXXXX est:XXXXX/XXXXX. operativo.",verificacion completa verificacion interno sitio retiro conexion clandestina cambio tapa termica conexion monofasico concentrico cruce medidor estado operativo, verificacion completa t verificacion interno sitio retiro de conexion clandestina cambio de tapa y termica conexion monofasico c concentrico c cruce medidor estado operativo ,0,18
intrusion,se verifico med trif XXXXXXXX con fase r en directa y bornera quemada se normalizo fraude se coloco med XXXXXXX se acondiciono habitaculo se cambio tapa confeccion de acta se precinto,verifico medidor trifasico con fase directo bornera quemada normalizo fraude coloco medidor acondiciono habitaculo cambio tapa confeccion acta precinto, se verifico medidor trifasico con fase r en directa y bornera quemada se normalizo fraude se coloco medidor se acondiciono habitaculo se cambio tapa confeccion de acta se precinto,0,19
reparacion,cambio de medidor con pantalla quemada,cambio medidor con pantalla quemada, cambio de medidor con pantalla quemada,1,5
intrusion,se verifica medidor con conexion manipulada puente fase por fase se procede a normalizar se coloca caja antihurto,verifico medidor con conexion manipulada puente fase fase procede normalizar coloca caja antihurto, se verifica medidor con conexion manipulada puente fase por fase se procede a normalizar se coloca caja antihurto,0,13
seguridad,sin anomalias cambio de cable concentrico deteriorado,sin anomalia cambio cable concentrico deteriorado, sin anomalias cambio de cable concentrico deteriorado,5,6
intrusion,se encontro derivacion clandestina en bornera de med.se retiro.se realizo control in situ.se coloco caja antihurto se adecuo y sello.normalizo irregularidades.,encontro derivacion clandestina bornera medidor retiro realizo control interno sitio coloco caja antihurto adecuo sello normalizo irregularidades, se encontro derivacion clandestina en bornera de medidor se retiro se realizo control interno sitio se coloco caja antihurto se adecuo y sello normalizo irregularidades ,0,17
intrusion,se realizo inspeccion y se encontro coneccion directa en habitaculo. se instalo caja anti hurto.se adjuta fotos y acta de comprobacion.,realizo inspeccion encontro conexion directo habitaculo instalo caja anti hurto adjuta foto acta comprobacion, se realizo inspeccion y se encontro conexion directa en habitaculo se instalo caja anti hurto se adjuta fotos y acta de comprobacion ,0,14
reparacion,se verifico med n:XXXXXX est:XXXX obsoleto. se cambio por med n:XXXXXXXX. se realizo conexionado. se coloco termica. se realizo inspeccion completa. se adecua el habitaculo. se cambio tapa capilla chica. se fijo y se precinto,verifico medidor estado obsoleto cambio medidor realizo conexionado coloco termica realizo inspeccion completa adecua habitaculo cambio tapa capilla chica fijo precinto, se verifico medidor n estado obsoleto se cambio por medidor n se realizo conexionado se coloco termica se realizo inspeccion completa se adecua el habitaculo se cambio tapa capilla chica se fijo y se precinto,1,21
seguridad,se coloco kit de caño por fuera se cambia acometida interrumpida se quito peligro se realiza acta por fraude,coloco kit caño fuera cambio acometida interrumpida quito peligro realizo acta fraude, se coloco kit de caño por fuera se cambia acometida interrumpida se quito peligro se realiza acta por fraude,5,12
intrusion,anomalia: irregularidades seg derivacion clandestina observacion: se normalizo suministro electrico por operativo,anomalia irregularidades seguridad derivacion clandestina observacion normalizo suministro electrico operativo, anomalia irregularidades seg derivacion clandestina observacion se normalizo suministro electrico por operativo,0,12
seguridad,"se realizo insp completa y se cambio tapa, termica y acometida derivada en cruce.",realizo inspeccion completa cambio tapa termica acometida derivada cruce, se realizo inspeccion completa y se cambio tapa termica y acometida derivada en cruce ,5,9
reparacion,se verifico instalacion y medidor se cambio medidor por numerador averiado se adecuo habitaculo se cambio y sello tapa,verifico instalacion medidor cambio medidor numerador averiado adecuo habitaculo cambio sello tapa, se verifico instalacion y medidor se cambio medidor por numerador averiado se adecuo habitaculo se cambio y sello tapa,1,12
reparacion,se cambio medidor obsoleto medidor instalado funciona normal se coloco termica se coloco caja antihurto por habitaculo metalico,cambio medidor obsoleto medidor instalado funciona normal coloco termica coloco caja antihurto habitaculo metalico, se cambio medidor obsoleto medidor instalado funciona normal se coloco termica se coloco caja antihurto por habitaculo metalico,1,14
intrusion,reposicion de medidor trifasico. anterior retirado x fraude. cambio de tapa del puntual y de medidor lindero.,reposicion medidor trifasico anterior retirado fraude cambio tapa puntual medidor lindero, reposicion de medidor trifasico anterior retirado por fraude cambio de tapa del puntual y de medidor lindero ,0,11
intrusion,"se normaliza suministro "" operativo del aviso """,normalizo suministro operativo aviso, se normaliza suministro operativo del aviso ,0,4
intrusion,"se encontro medidor con puente fase por fase con una carga de X.Xamp,se coloco caja antihurto,se hizo acta de comprobacion",encontro medidor con puente fase fase con carga amperes coloco caja antihurto hizo acta comprobacion, se encontro medidor con puente fase por fase con una carga de amperes se coloco caja antihurto se hizo acta de comprobacion,0,15
no_identificada,se cambio med monof XXXXXXXX est XXXXX se coloca med monof XXXXXXXX se deja normalizado se adjunto fotos,cambio medidor monofasico estado coloca medidor monofasico deja normalizado adjunto foto, se cambio medidor monofasico estado se coloca medidor monofasico se deja normalizado se adjunto fotos,7,11
